MNTN_CODE,MNTN_NM,MNTN_LOC,MNTN_HEIGHT,ROAD_EASY,ROAD_MID,ROAD_DIFF,ROAD_SUM,MNTN_RES,COS_SIM
311400103,신선산솔마루길,,0,3.9,0.0,0.0,3.9,[],
437202504,삼년산성,,0,7.889999999999998,0.0,0.0,7.889999999999998,[],
281100201,석화산,인천광역시 중구 중산동,143,2.51,0.0,0.0,2.51,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>인천 국제 공항, 용궁사, 영종도 선착장</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>&amp;amp;#160;</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson>&amp;amp;#160;</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=</mntnattchimageseq><mntnid>40006656</mntnid><mntninfodscrt>&amp;amp;#160;</mntninfodscrt><mntninfodtlinfocont>인천에서 영종도 선착장이 있는 구읍배터 앞에 있는 아담한 석화산은 우리 역사의 개항과 더불어 열강의 수난을 겪은 산이다. 병인양요(1866)때는 우리 강화도에서 우리 원군에 패해 하여&amp;amp;nbsp;각종 문서와 유물을 훔쳐 달아나는 프랑스 함선으로부터 무차별 포격을 받았으며, 상인(商人)&amp;amp;nbsp;오페르트는(1868) 대원군의 아버지인 남인군묘를 도굴하고 이곳을 한동안 점령하면서 개항을&amp;amp;nbsp;요구하기도 했으며, 신미양요(1871)때는 초지진과 덕진진에&amp;amp;nbsp; 이어 광성보까지 무너졌던 아픈 상처를 같이 했던 곳이다.&amp;amp;nbsp;&amp;amp;nbsp;&amp;amp;nbsp;&amp;amp;nbsp;&amp;amp;nbsp;&amp;amp;nbsp;&amp;amp;nbsp;&amp;amp;nbsp;&amp;amp;nbsp;&amp;amp;nbsp;&amp;amp;nbsp;&amp;amp;nbsp;&amp;lt;br /&amp;gt;
3개의 봉우리로 구성된 석화산은 조림 사업이 잘 된 곳 중에 한&amp;amp;nbsp;곳이다. 소나무가 우거져 있으며&amp;amp;nbsp;&amp;amp;nbsp;숲길은 낙엽으로 된 방석을 딛고 걷는 듯한 착각이 들 정도로 감촉이 좋다. 특히 솔잎 낙엽 길은&amp;amp;nbsp;솔 향 내음이 더욱 좋은 산이다.</mntninfodtlinfocont><mntninfohght>143</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm>인천</mntninfomngmemnbdnm><mntninfopoflc>인천광역시 중구 중산동</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>석화산</mntnnm><mntnsbttlinfo> </mntnsbttlinfo><pbtrninfodscrt>&amp;amp;#160;</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>",
412200501,덕지산,경기도 평택시,138,10.32,0.0,0.0,10.32,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>신숙주 영정및 감실주독: 지정번호-향토유적8호, 소재지-청북면 고잔리 905&amp;lt;br /&amp;gt;&amp;#xD;
안재홍 생가: 지정번호-경기도 기념물 135호 소재지-고덕면 두릉리 646&amp;lt;br /&amp;gt;&amp;#xD;
평택호 예술관과 수변테크&amp;lt;br /&amp;gt;&amp;#xD;
서해대교</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>&amp;amp;nbsp;</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson>&amp;amp;nbsp;</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=</mntnattchimageseq><mntnid>20001531</mntnid><mntninfodscrt>&amp;amp;nbsp;덕지산은 화성시 요당마을과 경계를 이루며 청북면 고렴리와 어소리로 길게 이어진다. 정상부로 오르는 등산로는 가파르나 정상에서 바라보는 서해대교와 평택항을 바라다 보면 흐르는 땀방울이 씻기어진다. &amp;lt;br /&amp;gt;&amp;#xD;
정상에서 내리막 길을 따라 어소리와 광승으로 이어지는 등산로는 완만한숲길을 즐길 수 있다. 정상주변에는 많은 예비군 참호들이 있어 입구가 등산로 처럼 보이기도 하여 초행 등산객들의 헛걸음을 유도 하게 하여 쓴웃음을 짓게한다.&amp;lt;br /&amp;gt;&amp;#xD;
1613년(광해군 5) 큰 스님 신지가 절터를 찾아다니다 보니 보살이 봉황을 타고 이(덕지산)산에 내려앉는 꿈을 꾸고는 이 곳에 절을 중창 하였다고 한다. 그래서 인지 이산의 이름을 명봉산 이라고도 불리어 진다.</mntninfodscrt><mntninfodtlinfocont>&amp;amp;nbsp;</mntninfodtlinfocont><mntninfohght>138</mntninfohght><mntninfomangrtlno>031-653-3000</mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm>평택시</mntninfomngmemnbdnm><mntninfopoflc>경기도 평택시</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>덕지산</mntnnm><mntnsbttlinfo>http://www.pyeongtaek.go.kr</mntnsbttlinfo><pbtrninfodscrt>&amp;amp;nbsp;</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>",
411700101,삼성산,"서울특별시 관악구, 금천구, 경기도 안양시",554,110.31999999999998,0.1,0.0,110.41999999999996,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>&amp;amp;nbsp;</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>&amp;amp;nbsp;</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson>&amp;amp;nbsp;</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000424206</mntnattchimageseq><mntnid>20000347</mntnid><mntninfodscrt>&amp;amp;nbsp;</mntninfodscrt><mntninfodtlinfocont>서울시 관악구와와 안양시를 경계로하는 삼성산은 관악산 주능선에서 서쪽으로 뻗어내린 팔봉능선을 타고 무너미고개로 내려 않다가 다시 솟구쳐 오른 산으로, 삼성산 아래 국기봉과 삼막사로 많이 알려져 있으며, 바위로 된 암산이다. &amp;lt;br /&amp;gt;
관악산, 삼성산은 양쪽 봉우리가 서로 이어져 있어 일반 등산객들은 삼성산을 관악산의 한 작은 봉우리로 여겨 삼성산 정상에서도 관악산에 오른 것으로 생각하기도 하여 요즘은 특별하게 둘을 구분하지 않고 있다. 원효대사가 의상, 윤필과 함께 삼막사란 사찰을 짓고 수도하였다 하여, '삼성산' 이라는 이름이 붙여졌다고 한다. 이 산에는 신라 문무와 17년 (677)에 창건한 삼막사, 고려 태조때 창건한 염불암, 그리고 망월암등 절과 암자가 산자락에 자리잡고 있다.&amp;lt;br /&amp;gt;
관악산 유원지로 들어서면 왼쪽이 관악산, 오른쪽 능선이 삼성산 능선이다. 삼성산의 등산로는 서울대, 시흥동, 관악역, 안양유원지 등을 기점으로 하는 코스가 있으며 삼막사, 남근석, 상불암, 망월암을 잇는 한적한 길도 있다.</mntninfodtlinfocont><mntninfohght>554</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>서울특별시 관악구, 금천구, 경기도 안양시</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>삼성산</mntnnm><mntnsbttlinfo>원효대사가 수도했던 산</mntnsbttlinfo><pbtrninfodscrt>&amp;amp;nbsp;</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>",0.4170288281141495
447902001,칠갑산,"충청남도 청양군 대치면, 정산면, 장평면",560,21.4,0.0,0.0,21.4,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/E_M0629.swf         </crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>● 숙식 및 기타정보&lt;BR&gt;청양 읍내나 장곡사 부근에 숙박 시설이 많다. 칠갑산샬레호텔 ☎041-942-2000, 한마음모텔 ☎041-942-1655, 대치리의 민박 ☎041-942-6772, 칠갑산자연휴양림(☎041-943-4510)&lt;BR&gt;&lt;BR&gt;● 이용문의&lt;BR&gt;청양군청 관광기획과 ☎041-940-2446</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>① 가리점-마재고개-삼형제봉-정상-냉천계곡-칠갑산자연휴양림(총 3시간)&lt;BR&gt;② 칠갑산자연휴양림-395봉-서릉 삼거리-정상-점심교(총 3시간)&lt;BR&gt;③ 한치고개-정상-465봉-장곡사-장곡리 주차장(총 2시간 10분)</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/I_M0629.jpg         </hndfmsmtnmapimageseq><hndfmsmtnslctnrson>백운동 계곡 등 경관이 아름다우며 도립공원으로 지정(1973년)된 점 등을 고려하여 선정, 계곡은 깊고 급하며 지천과 계곡을 싸고 돌아 7곳에 명당이 생겼다는 데서 산이름이 유래. 신라 문성왕 때 보조(普照) 승려가 창건한 장곡사(長谷寺)에 있는 철조약사여래좌상(보물 제174호) 등이 유명</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000423431</mntnattchimageseq><mntnid>20000629</mntnid><mntninfodscrt>&amp;lt;일곱 명당 품은 충남도립공원&amp;gt;&lt;BR&gt;칠갑산. 유장한 능선 골골에 명당갑터 일곱을 감추고있다는 산이다. 600미터도 안 되는 높이에 수더분한 육산인데도 이렇게 대단한 잠재력을 지녔다는 것이다. 주릉이 5방으로 뻗어나간 산세나 청양 분지에서 비롯하는 아흔아홉골 지천(芝川)이 범상해보이지는 않는다. 그 청양은 임진왜란과 남북전쟁때 총소리 한 번 나지 않았고 승지로 이름난 마곡사의 유구천을 이웃에 둔 것을 보면 일단은 고개가 끄덕여진다. &lt;BR&gt;&lt;BR&gt;국보 둘과 보물 셋을 품은 장곡사에 이르면 확신에 가까워진다. 일곱 중 여섯은 몰라도 적어도 하나는 분명하기 때문이다. 국보 58호의 철조약사여래좌상(석조 대좌 포함), 철조비로자나불좌상(보물 174호), 이들이 들어있는 상대웅전(보물 162호), 금동약사여래좌상(보물 337호)과 그 집인 하대웅전(보물 181호), 그리고 삼베에 그린 미륵불괘불탱(국보 300호)을, 본산도 아닌 이 작은 절이 갖고있다. &lt;BR&gt;&lt;BR&gt;봉만미(峰巒美)도 계곡미도 없는 산이지만 전망은 꼽아줄 만하다. 금강 이북의 충남 최고봉 오서산(789.9m)은 물론 서남쪽의 성주산(677m), 동북쪽의 광덕산(699.3m)에 이르기까지 내노라 하는 산들과 호형호제할 수 있는 수준이다. 그리고 남쪽으로는, 유유히 흐르는 금강과 부여가 손에 잡힐 듯 가깝다.</mntninfodscrt><mntninfodtlinfocont>칠갑산은 해발 561m의 낮은 산이기는 하나 산세가 거칠고 가파르다. 아직은 널리 알려지지 않아서 자연 그대로의 울창한 숲을 이루고 있다. 산위에 오르면 서해가 바라다 보이고 골짜기마다 흐르는 물이 모여 지천과 사천을 이룬다.</mntninfodtlinfocont><mntninfohght>560</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/M0629.zip           </mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>충청남도 청양군 대치면, 정산면, 장평면</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/T_M0629.swf         </mntninfotrnspinfoimageseq><mntnnm>칠갑산</mntnnm><mntnsbttlinfo>손 대지 않은 자연 그대로의 산</mntnsbttlinfo><pbtrninfodscrt>기점은 청양이다. 장곡사행 버스가 8회 운행한다. 청양으로는 동서울터미널에서 7회, 남부터미널에서 8회 버스가 있다. 충청남도 외의 도시로는 인천, 안양, 군산에서 버스편이 있다. 한치고개를 들머리로 할 경우에는 대전에서 40회 있는 청양행을 이용, 고개에서 내린다.</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>",0.884651736929383
437501101,양천산,충청북도 진천군 문백면,350,8.75,0.0,0.0,8.75,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt> </crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt> </crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson> </hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000424180</mntnattchimageseq><mntnid>20000764</mntnid><mntninfodscrt> </mntninfodscrt><mntninfodtlinfocont>양천산은 진천군 문백면 평산리, 은티리, 사양리에 걸쳐 있는 산으로 말이 달리고 있는 분마형(奔馬形)을 하고 있다. 봉우리가 평원하여 반석과 같고 산중턱에는 석지(石池)가 있어 찬물이 그치지 않는 산이라 하여 냉천산(冷川山)이라 불리기도 한다.&amp;lt;br /&amp;gt;&amp;lt;br /&amp;gt;옥성교에서 그럭재마을을 지나 정상에 오르면 사양저수지가 내려다 보인다. 사미마을 쪽으로 내려오는 하산길은 경사가 급해 조심해야 한다. 임진왜란 때 주민들을 피신시킨 양천산성이 있다.</mntninfodtlinfocont><mntninfohght>350</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>충청북도 진천군 문백면</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>양천산</mntnnm><mntnsbttlinfo>찬물이 그치지 않는 냉천산(冷川山)</mntnsbttlinfo><pbtrninfodscrt> </pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>",
488802101,박유산,,0,3.91,0.0,0.0,3.91,[],
412200601,마안산,,0,8.2,0.0,0.0,8.2,[],
291400101,개금산,,0,1.46,0.0,0.0,1.46,[],
287101601,낙가산,"충청북도 청주시 상당구 용정동, 용암동",483,35.230000000000004,0.0,0.0,35.230000000000004,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>&amp;amp;nbsp;</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>&amp;amp;nbsp;</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson>&amp;amp;nbsp;</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=</mntnattchimageseq><mntnid>40004334</mntnid><mntninfodscrt>&amp;amp;nbsp;</mntninfodscrt><mntninfodtlinfocont>&amp;amp;nbsp;</mntninfodtlinfocont><mntninfohght>483</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>충청북도 청주시 상당구 용정동, 용암동</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>낙가산</mntnnm><mntnsbttlinfo> </mntnsbttlinfo><pbtrninfodscrt>&amp;amp;nbsp;</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>",
431103301,성재산,,0,3.49,0.0,0.0,3.49,[],
467801801,천봉산,"경상북도 상주시 만산동, 부원동",609,23.34,0.0,0.0,23.34,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/E_M1072.jpg         </crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>● 숙식 및 기타정보&amp;lt;br /&amp;gt;상주시내의 숙박업소를 이용한다.&amp;lt;br /&amp;gt;테마여관 ☎054-536-4500&amp;lt;br /&amp;gt;아리랑장 ☎054-536-2320&amp;lt;br /&amp;gt;남장송어장 ☎054-534-5539&amp;lt;br /&amp;gt;신라가든 ☎054-533-8969&amp;lt;br /&amp;gt;&amp;lt;br /&amp;gt;● 이용문의&amp;lt;br /&amp;gt;상주시청 ☎054-533-2001</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>①흥복사&amp;amp;nbsp;- 석문&amp;amp;nbsp;- 묘&amp;amp;nbsp;- 정상(총 50분)</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson>&amp;amp;nbsp;</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000424251</mntnattchimageseq><mntnid>20001072</mntnid><mntninfodscrt>&amp;amp;nbsp;</mntninfodscrt><mntninfodtlinfocont>천봉산은 상주 삼악의 하나인 석악으로 상주의 명산이다. 천년에 한 번 봉황이 나타난다고 해서 천봉산(千峰山)이라는 설과 정상에 서면 주변의 천개의 산봉우리를 볼 수 있다고 하여 천봉산(千峰山)이라는 주장하는 사람도 있다. 산경표는 천봉산(天峰山)으로 표기되어 있다. &amp;lt;br /&amp;gt;천봉산에는 일찍부터 민속 문화가 발생하여, 성황사를 비롯해 산신제단이 현재도 남아 있고, 암석 신앙에서 비롯된 영암각이 있다. 성황사는 만민이 평안하고 풍요하며 신공으로 우순풍조하여 풍년이 들 것을 기원하던 자리다. 조선 후기까지도 고지기를 두어 지키게 하고 매년 제사를 지냈다 한다. 한마디로 천봉산은 민속 문화의 보고라 일컬을 만하다. &amp;lt;br /&amp;gt;정상은 황악산, 속리산, 주흘산 그리고 굽이쳐 흐르는 낙동강 등 산이 낮으면서도 주변 경치를 한 눈에 볼 수 있는 천연전망대다.최근 신년 일출산행지로 각광받고 있다.</mntninfodtlinfocont><mntninfohght>609</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm>상주시청</mntninfomngmemnbdnm><mntninfopoflc>경상북도 상주시 만산동, 부원동</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/T_M1072.jpg         </mntninfotrnspinfoimageseq><mntnnm>천봉산</mntnnm><mntnsbttlinfo>천개 산봉우리 조망하는 천연전망대</mntnsbttlinfo><pbtrninfodscrt>출발점 : 상주&amp;lt;br /&amp;gt;상주 시내에서 택시 이용. 임란북천적지 하차.</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>",0.4662524041201569
471504201,백수리산,,0,91.71,1.28,0.06,93.05,[],
467802201,벽옥산,,0,8.72,0.0,0.0,8.72,[],
483106301,망봉산,,0,0.69,0.0,0.0,0.69,[],
488807701,두무산,"경상남도 거창 가조면, 합천 묘산면, 가야면",1034,8.43,0.0,0.0,8.43,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>&amp;amp;nbsp;</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>&amp;amp;nbsp;</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson>&amp;amp;nbsp;</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=</mntnattchimageseq><mntnid>20001264</mntnid><mntninfodscrt>&amp;amp;nbsp;</mntninfodscrt><mntninfodtlinfocont>두무산은 밑에서 올려다보면 정상 언저리에 늘상 안개가 자욱하다 하여 붙여진 이름이다. 두무산은 겨울산행의 끄트머리와 초봄산행의 중간쯤에 산행 묘미가 더할 나위 없이 좋다. &amp;lt;br /&amp;gt;
양지마을 입구에서 황토길을 따라 10여분 걷다보면 작은 정자가 나온다. 수포대다. 그 왼쪽에 계단식 계곡이 만들어져 있는데 가까이 다가서 보니 얇게 얼은 얼음 밑으로 봄오는 소리가 들리는 듯하다. 이 유리알처럼 맑고 청량한 계곡과 깨끗하고 고운 숲길, 산행의 긴장감을 더해주는 가파른 오르막구간, 온몸을 짜릿짜릿하게 만드는 호쾌한 암릉구간이 차례로 나선다. &amp;lt;br /&amp;gt;
가야산 매화산을 비롯한 거창 합천 방면의 산세를 호령하는 조망에는 막힌 속이 뚫린다. 찾는 이 적은 가을산답게 능선에는 산초열매가 지천이고 곳곳에서 더덕 어름 개암 부처손등의 산물을 접할 수 있었다.</mntninfodtlinfocont><mntninfohght>1034</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>경상남도 거창 가조면, 합천 묘산면, 가야면</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>두무산</mntnnm><mntnsbttlinfo> </mntnsbttlinfo><pbtrninfodscrt>&amp;amp;nbsp;</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>",0.3611575592573077
