MNTN_CODE,MNTN_NM,MNTN_LOC,MNTN_HEIGHT,ROAD_EASY,ROAD_MID,ROAD_DIFF,ROAD_SUM,MNTN_RES
428105201,가칠봉,강원도 인제군 기린면 진동리,1242,8.52,0,0,8.52,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt> </crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt> </crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson> </hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000424492</mntnattchimageseq><mntnid>20000014</mntnid><mntninfodscrt> </mntninfodscrt><mntninfodtlinfocont>&lt;p&gt;삼봉약수에 있는 가칠봉(1,240m)에서 직선거리로 약 14km 북쪽에 위치한 가칠봉은 곰배령으로 더 유명하다. 곰배령 일대의 넓은 초원지대는 봄부터 가을까지 온갖 야생화가 피어나 지나는 이의 눈길을 끌고 놓지 않는다.&lt;br /&gt;&lt;br /&gt;가칠봉 산자락에 사는 주민들은 일년 내내 산골 곳곳을 누비며 약초와 나물을 캐러 다니고 있다. 그래서 99년 5월부터 곰배령,가칠봉 일대를 입산 금지하고 있어, 입산코자 할 경우 인제 군청에 미리 확인해 봐야 한다.&lt;br /&gt;&lt;br /&gt;가칠봉에서 북쪽으로 이어지는 주능선을 따라가면 곰배령을 지나 작은 점봉산(1,295m)으로 이어지고 이어서 점봉산(1,424m)으로 연결되어 한계령으로 능선이 뻗어 나가면서 설악의 품으로 들어간다. 가칠봉 일대는 교통이 불편한 관계로 접근이 어려워 아직도 깨끗한 계곡과 경관을 유지하고 있다.&lt;/p&gt;</mntninfodtlinfocont><mntninfohght>1242</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>강원도 인제군 기린면 진동리</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>가칠봉</mntnnm><mntnsbttlinfo>온 산이 야생화 천지</mntnsbttlinfo><pbtrninfodscrt> </pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
491300704,각시바위,,0,0.83,0,0,0.83,[]
479204704,각화사,,0,3.3800000000000003,0.32,0,3.7,[]
301102201,갈리봉,,0,1.93,0,0,1.93,[]
291100101,갈미봉,"강원도 원주시, 충청북도 충주시",595,9.120000000000001,0,0,9.120000000000001,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>&amp;amp;nbsp;</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>&amp;amp;nbsp;</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson>&amp;amp;nbsp;</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000423565</mntnattchimageseq><mntnid>20000022</mntnid><mntninfodscrt>&amp;amp;nbsp;</mntninfodscrt><mntninfodtlinfocont>촉새봉(십자봉,985m)에서 남쪽으로 강원도와 충청북도를 가르며 뻗어 내린 능선이 옥녀봉에 이르면 동쪽과 서쪽으로 갈라진다. &amp;lt;br /&amp;gt;
&amp;lt;br /&amp;gt;
옥녀봉에서 동쪽으로 이어지는 능선은 시루봉(734m), 비지재, 강승갱이재를 지나 오청산(655m)으로 이어지고, 서쪽으로 가지를 친 능선상의 최고봉이 갈미봉이다. 갈미봉에서 남서쪽으로 능선이 휘어지며 세가닥으로 능선이 갈라져, 목계의 제내편봉(288m), 오량리의 묵봉산(490m)과 청계봉(390m)을 일으키고 그 여맥을 남한강 물 속으로 잠긴다.&amp;lt;br /&amp;gt;
&amp;lt;br /&amp;gt;
갈미봉 정상은 약 20여평의 공터로 둘레를 참나무와 잡목으로 울타리를 친 듯 둘러싸여 있는 게 흠이다.</mntninfodtlinfocont><mntninfohght>595</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>강원도 원주시, 충청북도 충주시</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>갈미봉</mntnnm><mntnsbttlinfo>참나무가 울타리를 치고 있는 산</mntnsbttlinfo><pbtrninfodscrt>&amp;amp;nbsp;</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
441504301,갈미봉,"강원도 원주시, 충청북도 충주시",595,8.82,0,0,8.82,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>&amp;amp;nbsp;</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>&amp;amp;nbsp;</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson>&amp;amp;nbsp;</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000423565</mntnattchimageseq><mntnid>20000022</mntnid><mntninfodscrt>&amp;amp;nbsp;</mntninfodscrt><mntninfodtlinfocont>촉새봉(십자봉,985m)에서 남쪽으로 강원도와 충청북도를 가르며 뻗어 내린 능선이 옥녀봉에 이르면 동쪽과 서쪽으로 갈라진다. &amp;lt;br /&amp;gt;
&amp;lt;br /&amp;gt;
옥녀봉에서 동쪽으로 이어지는 능선은 시루봉(734m), 비지재, 강승갱이재를 지나 오청산(655m)으로 이어지고, 서쪽으로 가지를 친 능선상의 최고봉이 갈미봉이다. 갈미봉에서 남서쪽으로 능선이 휘어지며 세가닥으로 능선이 갈라져, 목계의 제내편봉(288m), 오량리의 묵봉산(490m)과 청계봉(390m)을 일으키고 그 여맥을 남한강 물 속으로 잠긴다.&amp;lt;br /&amp;gt;
&amp;lt;br /&amp;gt;
갈미봉 정상은 약 20여평의 공터로 둘레를 참나무와 잡목으로 울타리를 친 듯 둘러싸여 있는 게 흠이다.</mntninfodtlinfocont><mntninfohght>595</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>강원도 원주시, 충청북도 충주시</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>갈미봉</mntnnm><mntnsbttlinfo>참나무가 울타리를 치고 있는 산</mntnsbttlinfo><pbtrninfodscrt>&amp;amp;nbsp;</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
461505301,갈미봉,"강원도 원주시, 충청북도 충주시",595,1.08,0,0,1.08,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>&amp;amp;nbsp;</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>&amp;amp;nbsp;</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson>&amp;amp;nbsp;</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000423565</mntnattchimageseq><mntnid>20000022</mntnid><mntninfodscrt>&amp;amp;nbsp;</mntninfodscrt><mntninfodtlinfocont>촉새봉(십자봉,985m)에서 남쪽으로 강원도와 충청북도를 가르며 뻗어 내린 능선이 옥녀봉에 이르면 동쪽과 서쪽으로 갈라진다. &amp;lt;br /&amp;gt;
&amp;lt;br /&amp;gt;
옥녀봉에서 동쪽으로 이어지는 능선은 시루봉(734m), 비지재, 강승갱이재를 지나 오청산(655m)으로 이어지고, 서쪽으로 가지를 친 능선상의 최고봉이 갈미봉이다. 갈미봉에서 남서쪽으로 능선이 휘어지며 세가닥으로 능선이 갈라져, 목계의 제내편봉(288m), 오량리의 묵봉산(490m)과 청계봉(390m)을 일으키고 그 여맥을 남한강 물 속으로 잠긴다.&amp;lt;br /&amp;gt;
&amp;lt;br /&amp;gt;
갈미봉 정상은 약 20여평의 공터로 둘레를 참나무와 잡목으로 울타리를 친 듯 둘러싸여 있는 게 흠이다.</mntninfodtlinfocont><mntninfohght>595</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>강원도 원주시, 충청북도 충주시</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>갈미봉</mntnnm><mntnsbttlinfo>참나무가 울타리를 치고 있는 산</mntnsbttlinfo><pbtrninfodscrt>&amp;amp;nbsp;</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
462300201,갈미봉,"강원도 원주시, 충청북도 충주시",595,31.380000000000003,0,0,31.380000000000003,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>&amp;amp;nbsp;</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>&amp;amp;nbsp;</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson>&amp;amp;nbsp;</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000423565</mntnattchimageseq><mntnid>20000022</mntnid><mntninfodscrt>&amp;amp;nbsp;</mntninfodscrt><mntninfodtlinfocont>촉새봉(십자봉,985m)에서 남쪽으로 강원도와 충청북도를 가르며 뻗어 내린 능선이 옥녀봉에 이르면 동쪽과 서쪽으로 갈라진다. &amp;lt;br /&amp;gt;
&amp;lt;br /&amp;gt;
옥녀봉에서 동쪽으로 이어지는 능선은 시루봉(734m), 비지재, 강승갱이재를 지나 오청산(655m)으로 이어지고, 서쪽으로 가지를 친 능선상의 최고봉이 갈미봉이다. 갈미봉에서 남서쪽으로 능선이 휘어지며 세가닥으로 능선이 갈라져, 목계의 제내편봉(288m), 오량리의 묵봉산(490m)과 청계봉(390m)을 일으키고 그 여맥을 남한강 물 속으로 잠긴다.&amp;lt;br /&amp;gt;
&amp;lt;br /&amp;gt;
갈미봉 정상은 약 20여평의 공터로 둘레를 참나무와 잡목으로 울타리를 친 듯 둘러싸여 있는 게 흠이다.</mntninfodtlinfocont><mntninfohght>595</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>강원도 원주시, 충청북도 충주시</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>갈미봉</mntnnm><mntnsbttlinfo>참나무가 울타리를 치고 있는 산</mntnsbttlinfo><pbtrninfodscrt>&amp;amp;nbsp;</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
471705701,갈미봉,"강원도 원주시, 충청북도 충주시",595,10.399999999999999,0,0,10.399999999999999,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>&amp;amp;nbsp;</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>&amp;amp;nbsp;</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson>&amp;amp;nbsp;</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000423565</mntnattchimageseq><mntnid>20000022</mntnid><mntninfodscrt>&amp;amp;nbsp;</mntninfodscrt><mntninfodtlinfocont>촉새봉(십자봉,985m)에서 남쪽으로 강원도와 충청북도를 가르며 뻗어 내린 능선이 옥녀봉에 이르면 동쪽과 서쪽으로 갈라진다. &amp;lt;br /&amp;gt;
&amp;lt;br /&amp;gt;
옥녀봉에서 동쪽으로 이어지는 능선은 시루봉(734m), 비지재, 강승갱이재를 지나 오청산(655m)으로 이어지고, 서쪽으로 가지를 친 능선상의 최고봉이 갈미봉이다. 갈미봉에서 남서쪽으로 능선이 휘어지며 세가닥으로 능선이 갈라져, 목계의 제내편봉(288m), 오량리의 묵봉산(490m)과 청계봉(390m)을 일으키고 그 여맥을 남한강 물 속으로 잠긴다.&amp;lt;br /&amp;gt;
&amp;lt;br /&amp;gt;
갈미봉 정상은 약 20여평의 공터로 둘레를 참나무와 잡목으로 울타리를 친 듯 둘러싸여 있는 게 흠이다.</mntninfodtlinfocont><mntninfohght>595</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>강원도 원주시, 충청북도 충주시</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>갈미봉</mntnnm><mntnsbttlinfo>참나무가 울타리를 치고 있는 산</mntnsbttlinfo><pbtrninfodscrt>&amp;amp;nbsp;</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
428105101,갈전곡봉,,0,19.39,0,0,19.39,[]
428307401,갈전곡봉,,0,2.99,0,0,2.99,[]
428305404,갈천약수,,0,0.86,0,0,0.86,[]
113800804,갈현근린공원,,0,4.41,0,0,4.41,[]
113800904,갈현근린공원2지구,,0,4.659999999999999,0,0,4.659999999999999,[]
301103804,갈현성,,0,4.66,0,0,4.66,[]
491300804,감낭오름,,0,0.49,0,0,0.49,[]
451800101,감투봉,경상남도 산청군 시천면 사리,768,2.63,0,0,2.63,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>&amp;amp;nbsp;</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>&amp;amp;nbsp;</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson>&amp;amp;nbsp;</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000423529</mntnattchimageseq><mntnid>20001232</mntnid><mntninfodscrt>&amp;amp;nbsp;</mntninfodscrt><mntninfodtlinfocont>지리산 자락을 밟는 근교산행은 언제나 산꾼들을 설레게 한다. 어디라 할 것 없이 속속들이 드러나 있을 것 같은 이 ""어머니산""의 또다른 속내를 경험해 볼 수 있기 때문이다. 다 같은 무명의 봉우리들이라도 지리산의 혈통을 이어 받았다면 여러가지 면에서 양상이 달라진다. 산의 기세가 다르고, 조망이 다르고, 오르는 사람들의 감흥이 다르다. &amp;lt;br /&amp;gt;
&amp;lt;br /&amp;gt;
감투봉,이방산(二方山)은 구곡산 같이 지리산 위성봉으로서 천왕봉 산행이 곤란할때 적절하게 이용할 수 있는 매력있는 산인데 등산로가 명확하지 않아 독도에 자신이 있어야 즐거운 산행이 보장되나 무엇보다 원시림 그대로이기 때문에 매력만점 산행지로는 손색이 없는 산이다. &amp;lt;br /&amp;gt;
&amp;lt;br /&amp;gt;
이방산 등산로 입구의 덕교리 마을 앞에는 파구정이란 곳이 있는데 임진왜란 때에 손씨 3형제가 이끄는 의병들이 잠복하였다가 왜적을 맞아서 싸워 이긴 곳으로 왜구를 파멸시켰다고 하여 이런 이름이 유래하였다. &amp;lt;br /&amp;gt;
&amp;lt;br /&amp;gt;
삼장면과 시천면 사이에 우뚝 솟은 이방산은 임진왜란 때 의병을 일으킨 유서 깊은 곳으로서 그 발자취가 역력하며, 삼장면 덕교리에서 해발 600미터에 이르는 이방산을 넘어서면 시천면 사리인 마근담에 이르게 되는데 이곳은 웅석봉에서 남으로 뻗은 지맥이 갈라진 골짜기로 인적이 드문 깊은 산골이다.</mntninfodtlinfocont><mntninfohght>768</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>경상남도 산청군 시천면 사리</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>감투봉</mntnnm><mntnsbttlinfo> </mntnsbttlinfo><pbtrninfodscrt>&amp;amp;nbsp;</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
428105304,갑둔고개,,0,3.65,0,0,3.65,[]
421106101,강선봉,,0,1.46,0.56,0,2.02,[]
418200201,강씨봉,"경기도 포천시, 가평군",830,16.66,0,0,16.66,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>&amp;amp;nbsp;</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>&amp;amp;nbsp;</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson>&amp;amp;nbsp;</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000423566</mntnattchimageseq><mntnid>20000027</mntnid><mntninfodscrt>&amp;amp;nbsp;</mntninfodscrt><mntninfodtlinfocont>경기도 포천군과 가평군의 경계를 이루는 강씨봉은 옛날 이 곳에 강씨가 모여 살았다 하여 붙여진 이름이라 한다. 강씨봉에서 동남쪽으로 뻗어 내리는 능선 길에 강씨봉고개가 있으며, 고갯마루에서 동쪽 아래에 강씨봉 마을터가 남아있다.&amp;lt;br /&amp;gt;
&amp;lt;br /&amp;gt;
전체 산세가 완만하고 부드러워 산행이 힘들지 않으며, 한나무골 계곡은 아직도 맑고 깨끗함을 간직하고 있다. 강씨봉은 포천시과 가평군을 경계로하는 아기자기한 등산코스를 지니고 있지만 주위에 유명한 산들이 많아, 등산객이 많지 않은 조용한 산행을 즐길 수 있어 가족산행지로 가볼만 하다.&amp;lt;br /&amp;gt;
&amp;lt;br /&amp;gt;
특히 겨울설경이 아름다우며 산꼭대기 좌우로 매우 아름다운 경관을 가진 산으로 한나무골의 계곡은 맑고 깨끗하다. 마지막 능선의 억새밭과 싸리나무, 봄철의 진달래와 철쭉이 어우러진 모습이 볼 만하다.</mntninfodtlinfocont><mntninfohght>830</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>경기도 포천시, 가평군</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>강씨봉</mntnnm><mntnsbttlinfo>강씨 일가의 집성촌</mntnsbttlinfo><pbtrninfodscrt>&amp;amp;nbsp;</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
491300904,개오름,,0,0.53,0,0,0.53,[]
491100303,개오리오름,,0,0.65,0,0,0.65,[]
491101303,갯거리오름,,0,0.24,0,0,0.24,[]
491301104,거린오름,,0,0.64,0,0,0.64,[]
491100104,거문오름,,0,3.06,0,0,3.06,[]
491103004,거친오름,,0,2.88,0,0,2.88,[]
421903004,건의령,,0,6.26,0,0,6.26,[]
